category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,donor_engine_tokens,confidence_statement,required_verification
420,Engine Mounting Cooling,FUEL PIPING,42075H*A,HOSE-CANISTER,42075AA360,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.1,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037C*A,CLAMP-HOSE,42038AA270,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.1,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037B*B,CLAMP-PIPE,42038AA030,05,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.2,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037C*C,CLAMP-HOSE,42038AA180,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.3,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42051*B,GROMMET,42046FA000,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.2,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037B*C,CLAMP-PIPE,42038FA000,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.3,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037B*A,CLAMP-PIPE,42038AA020,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.1,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42062C,PIPE-EVAPORATOR,42065AC110,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42062B,PIPE-RETURN,42065AC100,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037C*B,CLAMP-HOSE,742038300,07,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.2,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42062A,PIPE-DELIVERY,42065AC090,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,W18601,CLIP,909186010,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42072,FILTER-FUEL TANK,42072AA011,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42075H*B,HOSE-CANISTER,42075KA550,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.2,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42043A,CUSHION-FUEL TANK DRAIN,42031AA040,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42041,BAND ASSEMBLY,42053AA000,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42052,BRACKET COMPLETE-FUEL FILTER,42050AA020,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42031,FILLER CAP ASSEMBLY,42032AC000,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,E*,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42031,FILLER CAP ASSEMBLY,42032FA000,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,KS KO K4,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42051*A,GROMMET,42046AA080,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.1,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42032,RING ASSEMBLY-FILLER,42056AA010,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42025,PACKING-FILLER PIPE,42060GA081,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42075B,HOSE-VACUUM,42075AA200,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037C*D,CLAMP-HOSE,42038AA170,03,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.4,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42062,PIPE-AIR VENTILATOR,42065AA350,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42045A,PROTECTOR-FILLER PIPE,42061AA000,01,02.1997 - 11.1998,EJ18E +S.2W.EJ20E +S.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42065,FILLER PIPE COMPLETE,42066FA020,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,KS KO K4,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42065,FILLER PIPE COMPLETE,42066FA030,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,E*,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42045,PROTECTOR-PIPE AIR VENTILATOR,42061AA070,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42084,VALVE-FILLER,42084AA150,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
420,Engine Mounting Cooling,FUEL PIPING,42037C*E,CLAMP-HOSE,42038AA250,01,02.1997 - 11.1998,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,NO.5,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,94282C,CLIP,693005690,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42052N,BRACKET-COVER EXHAUST,42050AA241,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +25.EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42058*B,FLANGE BOLT,42052AA030,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,M000065,FLANGE BOLT,901000065,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42017A,"BAND ASSEMBLY-FUEL TANK,RIGHT",42172AA161,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42017B,"BAND ASSEMBLY-FUEL TANK,LEFT",42172AA181,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42004,CLIP,42154AA050,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42054,COVER ASSEMBLY-FUEL TANK,42030AA080,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42045D,"PROTECTOR-FUEL TANK,RIGHT",42061AA041,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42058*A,FLANGE BOLT,42052AA000,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42045E,"PROTECTOR-FUEL TANK,LEFT",42061AA031,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,N370014,FLANGE NUT,902370014,16,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,81803,CORD-FUEL,81802AC010,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42021,PUMP ASSEMBLY-FUEL,42021AC013,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42064E,PIPE CONNECTOR PURGE,42090FA000,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42058A,SCREW,42052AA100,02,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42022,PUMP-FUEL,42021AA320,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075A*A,HOSE-RETURN,42162AA380,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062A*B,PIPE-DELIVERY,42124AA050,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42081,"METER UNIT ASSEMBLY-FUEL,MAIN",85111AC071,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42081,"METER UNIT ASSEMBLY-FUEL,MAIN",85111AC003,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075O*B,HOSE-FUEL,42162AA220,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075O*C,HOSE-FUEL,42162AA210,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42025B,PACKING-FUEL PUMP,42060AA070,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062*B,PIPE-AIR VENTILATOR,42123FA050,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*C,CLAMP-HOSE,742038300,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062B,PIPE-RETURN,42125AA031,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062A*A,PIPE-DELIVERY,42124AA031,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42043*B,CUSHION-FUEL TANK,42031AA120,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062*A,PIPE-AIR VENTILATOR,42123FA021,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075A*B,HOSE-RETURN,42162AA410,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*A,CLAMP-HOSE,42038AA300,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42043*A,CUSHION-FUEL TANK,42031AA100,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075O*A,HOSE-FUEL,42162AA060,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42057,PLATE-ROLL OVER VALVE,42063AC000,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42084I,VALVE-FUEL CUT,42084AC010,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42025C,PACKING-VALVE,42060AC000,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42004D,"CLIP,CABLE",42154AA020,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075T,HOSE-AIR BREATHER,42162AA070,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*B,CLAMP-HOSE,42038AA170,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,W18601,CLIP,909186010,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42008Q,PACKING-FUEL UNIT,85125AA000,01,02.1997 - 11.1998,F4W.(EJ20E+EJ25D),,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42081A,METER UNIT ASSEMBLY-FUEL SUB,85111AC012,02,02.1997 - 11.1998,F4W.(EJ20E+EJ25D),,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42010,TANK COMPLETE-FUEL,42120AC070,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42072,FILTER-FUEL TANK,42072AA120,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*D,CLAMP-PIPE,42038FA010,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.4,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*C,CLAMP-PIPE,42038AA110,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
